sex,year,age,country,SUM_suicides_no,SUM_population,SUM_suicides_per100k_pop
female,2002,05-14 years,Italy,5,2673289,0.19
female,2002,05-14 years,Japan,12,5917000,0.2
female,2002,05-14 years,Kuwait,0,183948,0
female,2002,05-14 years,Maldives,0,37872,0
female,2002,05-14 years,Malta,0,26052,0
female,2002,05-14 years,Mauritius,0,99967,0
female,2002,05-14 years,Mexico,63,11292233,0.56
female,2002,05-14 years,Montenegro,0,43461,0
female,2002,05-14 years,Netherlands,2,969671,0.21
female,2002,05-14 years,New Zealand,0,292230,0
female,2002,05-14 years,Norway,0,298572,0
female,2002,05-14 years,Panama,2,313540,0.64
female,2002,05-14 years,Paraguay,7,662632,1.06
female,2002,05-14 years,Philippines,15,9675419,0.16
female,2002,05-14 years,Poland,10,2456261,0.41
female,2002,05-14 years,Portugal,2,545281,0.37
female,2002,05-14 years,Puerto Rico,1,294844,0.34
female,2002,05-14 years,Republic of Korea,17,3205108,0.53
female,2002,05-14 years,Romania,11,1312484,0.84
female,2002,05-14 years,Russian Federation,83,8396266,0.99
female,2002,05-14 years,Serbia,0,410558,0
female,2002,05-14 years,Seychelles,0,7443,0
female,2002,05-14 years,Singapore,0,247700,0
female,2002,05-14 years,Slovakia,0,351821,0
female,2002,05-14 years,Slovenia,1,103743,0.96
female,2002,05-14 years,South Africa,1,5081661,0.02
female,2002,05-14 years,Spain,1,1961320,0.05
female,2002,05-14 years,Sri Lanka,28,1626383,1.72
female,2002,05-14 years,Sweden,3,563639,0.53
female,2002,05-14 years,Switzerland,1,413946,0.24
female,2002,05-14 years,Thailand,22,4782128,0.46
female,2002,05-14 years,Trinidad and Tobago,2,105922,1.89
female,2002,05-14 years,Turkmenistan,3,560358,0.54
female,2002,05-14 years,United Kingdom,5,3706268,0.13
female,2002,05-14 years,United States,65,20024727,0.32
female,2002,05-14 years,Uruguay,3,267162,1.12
female,2002,05-14 years,Uzbekistan,19,3131606,0.61
female,2002,55-74 years,Argentina,179,2819507,6.35
female,2002,55-74 years,Aruba,0,7128,0
female,2002,55-74 years,Australia,92,1643643,5.6
female,2002,55-74 years,Belgium,186,1080063,17.22
female,2002,55-74 years,Brazil,225,9337808,2.41
female,2002,55-74 years,Bulgaria,117,964392,12.13
female,2002,55-74 years,Canada,150,2707035,5.54
female,2002,55-74 years,Chile,34,1011017,3.36
female,2002,55-74 years,Colombia,28,1874594,1.49
female,2002,55-74 years,Cuba,120,828394,14.49
female,2002,55-74 years,Denmark,63,556057,11.33
female,2002,55-74 years,Fiji,0,35203,0
female,2002,55-74 years,Finland,75,557098,13.46
female,2002,55-74 years,France,825,5793815,14.24
female,2002,55-74 years,Germany,1013,9531566,10.63
female,2002,55-74 years,Greece,23,1281518,1.79
female,2002,55-74 years,Guatemala,8,420750,1.9
female,2002,55-74 years,Hungary,181,1190173,15.21
female,2002,55-74 years,Iceland,2,21481,9.31
female,2002,55-74 years,Ireland,14,302754,4.62
female,2002,55-74 years,Israel,20,441786,4.53
female,2002,55-74 years,Italy,323,6785890,4.76
female,2002,55-74 years,Japan,2919,15754000,18.53
female,2002,55-74 years,Kuwait,0,41294,0
female,2002,55-74 years,Maldives,0,10045,0
female,2002,55-74 years,Malta,3,39275,7.64
female,2002,55-74 years,Mauritius,3,66002,4.55
female,2002,55-74 years,Mexico,46,4401799,1.05
female,2002,55-74 years,Montenegro,0,58144,0
female,2002,55-74 years,Netherlands,148,1527586,9.69
female,2002,55-74 years,New Zealand,13,317610,4.09
female,2002,55-74 years,Norway,40,408933,9.78
female,2002,55-74 years,Panama,5,147510,3.39
female,2002,55-74 years,Paraguay,6,213126,2.82
female,2002,55-74 years,Philippines,27,2885746,0.94
female,2002,55-74 years,Poland,287,3603595,7.96
female,2002,55-74 years,Portugal,87,1154273,7.54
female,2002,55-74 years,Puerto Rico,10,331501,3.02
female,2002,55-74 years,Republic of Korea,664,3519055,18.87
female,2002,55-74 years,Romania,187,2292484,8.16
female,2002,55-74 years,Russian Federation,2472,15292297,16.17
female,2002,55-74 years,Serbia,169,910921,18.55
female,2002,55-74 years,Seychelles,0,4170,0
female,2002,55-74 years,Singapore,18,220400,8.17
female,2002,55-74 years,Slovakia,27,488427,5.53
female,2002,55-74 years,Slovenia,34,213137,15.95
female,2002,55-74 years,South Africa,4,2102686,0.19
female,2002,55-74 years,Spain,268,4260724,6.29
female,2002,55-74 years,Sri Lanka,106,1153099,9.19
female,2002,55-74 years,Sweden,102,939023,10.86
female,2002,55-74 years,Switzerland,147,751668,19.56
female,2002,55-74 years,Thailand,183,3816883,4.79
female,2002,55-74 years,Trinidad and Tobago,1,78237,1.28
female,2002,55-74 years,Turkmenistan,6,171868,3.49
female,2002,55-74 years,United Kingdom,222,5969004,3.72
female,2002,55-74 years,United States,1191,23790625,5.01
female,2002,55-74 years,Uruguay,50,303582,16.47
female,2002,55-74 years,Uzbekistan,27,877155,3.08
female,2002,75+ years,Argentina,58,1012399,5.73
female,2002,75+ years,Aruba,0,1545,0
female,2002,75+ years,Australia,36,696793,5.17
female,2002,75+ years,Belgium,66,506614,13.03
female,2002,75+ years,Brazil,62,1988353,3.12
female,2002,75+ years,Bulgaria,95,308008,30.84
female,2002,75+ years,Canada,30,1126677,2.66
female,2002,75+ years,Chile,13,301961,4.31
female,2002,75+ years,Colombia,4,444232,0.9
female,2002,75+ years,Cuba,63,275561,22.86
female,2002,75+ years,Denmark,42,239014,17.57
female,2002,75+ years,Fiji,1,4593,21.77
female,2002,75+ years,Finland,18,240441,7.49
female,2002,75+ years,France,483,2925326,16.51
female,2002,75+ years,Germany,773,4251053,18.18
female,2002,75+ years,Greece,11,414749,2.65
female,2002,75+ years,Guatemala,4,91705,4.36
female,2002,75+ years,Hungary,149,430724,34.59
female,2002,75+ years,Iceland,1,8798,11.37
female,2002,75+ years,Ireland,3,118252,2.54
female,2002,75+ years,Israel,14,173506,8.07
female,2002,75+ years,Italy,180,3107879,5.79
female,2002,75+ years,Japan,1664,6387000,26.05
female,2002,75+ years,Kuwait,0,5290,0
female,2002,75+ years,Maldives,0,1075,0
female,2002,75+ years,Malta,1,12453,8.03
female,2002,75+ years,Mauritius,0,18012,0
female,2002,75+ years,Mexico,10,1227458,0.81
female,2002,75+ years,Montenegro,0,14322,0
female,2002,75+ years,Netherlands,56,642771,8.71
female,2002,75+ years,New Zealand,5,131060,3.82
female,2002,75+ years,Norway,8,221235,3.62
female,2002,75+ years,Panama,3,37924,7.91
female,2002,75+ years,Paraguay,0,53927,0
female,2002,75+ years,Philippines,11,518398,2.12
female,2002,75+ years,Poland,95,1256585,7.56
female,2002,75+ years,Portugal,55,457011,12.03
female,2002,75+ years,Puerto Rico,1,114357,0.87
female,2002,75+ years,Republic of Korea,491,801199,61.28
female,2002,75+ years,Romania,59,669890,8.81
female,2002,75+ years,Russian Federation,1452,5126645,28.32
female,2002,75+ years,Serbia,96,250502,38.32
female,2002,75+ years,Seychelles,0,1707,0
female,2002,75+ years,Singapore,19,53600,35.45
female,2002,75+ years,Slovakia,15,163273,9.19
female,2002,75+ years,Slovenia,19,79266,23.97
female,2002,75+ years,South Africa,1,396984,0.25
female,2002,75+ years,Spain,154,1934508,7.96
female,2002,75+ years,Sri Lanka,31,234216,13.24
female,2002,75+ years,Sweden,49,486242,10.08
female,2002,75+ years,Switzerland,108,348120,31.02
female,2002,75+ years,Thailand,43,866092,4.96
female,2002,75+ years,Trinidad and Tobago,1,20592,4.86
female,2002,75+ years,Turkmenistan,1,44533,2.25
female,2002,75+ years,United Kingdom,117,2817222,4.15
female,2002,75+ years,United States,443,10856838,4.08
female,2002,75+ years,Uruguay,18,123044,14.63
female,2002,75+ years,Uzbekistan,14,230394,6.08
female,2003,15-24 years,Argentina,179,3258029,5.49
female,2003,15-24 years,Aruba,0,6412,0
female,2003,15-24 years,Australia,48,1333189,3.6
female,2003,15-24 years,Belgium,39,616806,6.32
female,2003,15-24 years,Brazil,413,17607810,2.35
female,2003,15-24 years,Bulgaria,13,527203,2.47
female,2003,15-24 years,Canada,113,2103731,5.37
female,2003,15-24 years,Chile,53,1307367,4.05
female,2003,15-24 years,Colombia,299,4053688,7.38
female,2003,15-24 years,Cuba,31,747567,4.15
female,2003,15-24 years,Denmark,6,290582,2.06
female,2003,15-24 years,Fiji,1,78498,1.27
female,2003,15-24 years,Finland,27,318049,8.49
female,2003,15-24 years,France,141,3855507,3.66
female,2003,15-24 years,Germany,155,4683375,3.31
female,2003,15-24 years,Greece,7,689624,1.02
female,2003,15-24 years,Guatemala,24,1303216,1.84
female,2003,15-24 years,Hungary,23,672145,3.42
female,2003,15-24 years,Iceland,0,21105,0
female,2003,15-24 years,Ireland,15,317275,4.73
female,2003,15-24 years,Israel,5,544294,0.92
female,2003,15-24 years,Italy,39,3009624,1.3
female,2003,15-24 years,Japan,556,7089000,7.84
female,2003,15-24 years,Kuwait,2,167291,1.2
female,2003,15-24 years,Maldives,0,35389,0
female,2003,15-24 years,Malta,0,28425,0
female,2003,15-24 years,Mauritius,8,97740,8.18
female,2003,15-24 years,Mexico,280,10156204,2.76
female,2003,15-24 years,Montenegro,0,48662,0
female,2003,15-24 years,Netherlands,29,950780,3.05
female,2003,15-24 years,New Zealand,31,281350,11.02
female,2003,15-24 years,Norway,17,269608,6.31
female,2003,15-24 years,Panama,10,290113,3.45
female,2003,15-24 years,Paraguay,31,567525,5.46
female,2003,15-24 years,Philippines,166,8067958,2.06
female,2003,15-24 years,Poland,76,3138681,2.42
female,2003,15-24 years,Portugal,11,672993,1.63
female,2003,15-24 years,Puerto Rico,5,298065,1.68
female,2003,15-24 years,Republic of Korea,316,3526768,8.96
female,2003,15-24 years,Romania,45,1654756,2.72
female,2003,15-24 years,Russian Federation,969,11942216,8.11
female,2003,15-24 years,Serbia,16,490226,3.26
female,2003,15-24 years,Seychelles,0,7890,0
female,2003,15-24 years,Singapore,13,214300,6.07
female,2003,15-24 years,Slovakia,4,437405,0.91
female,2003,15-24 years,Slovenia,9,135063,6.66
female,2003,15-24 years,South Africa,21,4917197,0.43
female,2003,15-24 years,Spain,56,2663400,2.1
female,2003,15-24 years,Sri Lanka,358,1760232,20.34
female,2003,15-24 years,Sweden,35,518172,6.75
female,2003,15-24 years,Switzerland,21,423129,4.96
female,2003,15-24 years,Thailand,177,5249392,3.37
female,2003,15-24 years,Trinidad and Tobago,13,131317,9.9
female,2003,15-24 years,Turkmenistan,38,481201,7.9
female,2003,15-24 years,United Kingdom,91,3718206,2.45
female,2003,15-24 years,United States,607,20023561,3.03
female,2003,15-24 years,Uruguay,11,247644,4.44
female,2003,15-24 years,Uzbekistan,151,2713618,5.56
female,2003,25-34 years,Argentina,69,2859003,2.41
female,2003,25-34 years,Aruba,0,7173,0
female,2003,25-34 years,Australia,106,1444160,7.34
female,2003,25-34 years,Belgium,64,687593,9.31
female,2003,25-34 years,Brazil,325,15019057,2.16
female,2003,25-34 years,Bulgaria,23,561600,4.1
female,2003,25-34 years,Canada,114,2151969,5.3
female,2003,25-34 years,Chile,53,1229939,4.31
female,2003,25-34 years,Colombia,93,3447910,2.7
female,2003,25-34 years,Cuba,43,947698,4.54
female,2003,25-34 years,Denmark,19,369080,5.15
female,2003,25-34 years,Fiji,2,59592,3.36
female,2003,25-34 years,Finland,25,312105,8.01
female,2003,25-34 years,France,281,4060810,6.92
female,2003,25-34 years,Germany,225,5161703,4.36
female,2003,25-34 years,Greece,11,833120,1.32
female,2003,25-34 years,Guatemala,7,894464,0.78
female,2003,25-34 years,Hungary,33,772722,4.27
female,2003,25-34 years,Iceland,1,20281,4.93
female,2003,25-34 years,Ireland,16,315513,5.07
female,2003,25-34 years,Israel,8,503837,1.59
female,2003,25-34 years,Italy,108,4280768,2.52
female,2003,25-34 years,Japan,1132,9059000,12.5
female,2003,25-34 years,Kuwait,9,185021,4.86
female,2003,25-34 years,Maldives,0,22136,0
female,2003,25-34 years,Malta,1,26726,3.74
female,2003,25-34 years,Mauritius,5,95550,5.23
female,2003,25-34 years,Mexico,125,9280350,1.35
female,2003,25-34 years,Montenegro,0,43857,0
female,2003,25-34 years,Netherlands,48,1137043,4.22
female,2003,25-34 years,New Zealand,22,281770,7.81
female,2003,25-34 years,Norway,22,321320,6.85
female,2003,25-34 years,Panama,3,264433,1.13
female,2003,25-34 years,Paraguay,4,390609,1.02
female,2003,25-34 years,Philippines,90,6181789,1.46
female,2003,25-34 years,Poland,80,2716171,2.95
female,2003,25-34 years,Portugal,31,809290,3.83
female,2003,25-34 years,Puerto Rico,3,275189,1.09
female,2003,25-34 years,Republic of Korea,503,4221700,11.91
female,2003,25-34 years,Romania,36,1733161,2.08
female,2003,25-34 years,Russian Federation,1050,10257511,10.24
female,2003,25-34 years,Serbia,22,494582,4.45
female,2003,25-34 years,Seychelles,0,7588,0
female,2003,25-34 years,Singapore,20,286600,6.98
female,2003,25-34 years,Slovakia,10,417400,2.4
female,2003,25-34 years,Slovenia,7,142434,4.91
female,2003,25-34 years,South Africa,12,3937685,0.3
female,2003,25-34 years,Spain,93,3492577,2.66
female,2003,25-34 years,Sri Lanka,186,1529565,12.16
female,2003,25-34 years,Sweden,58,576009,10.07
female,2003,25-34 years,Switzerland,28,511185,5.48
female,2003,25-34 years,Thailand,248,5596786,4.43
female,2003,25-34 years,Trinidad and Tobago,5,96104,5.2
female,2003,25-34 years,Turkmenistan,21,364978,5.75
female,2003,25-34 years,United Kingdom,144,4059897,3.55
female,2003,25-34 years,United States,909,19650112,4.63
female,2003,25-34 years,Uruguay,18,240934,7.47
female,2003,25-34 years,Uzbekistan,99,1962726,5.04
female,2003,35-54 years,Argentina,196,4402438,4.45
female,2003,35-54 years,Aruba,0,17314,0
female,2003,35-54 years,Australia,195,2868971,6.8
female,2003,35-54 years,Belgium,218,1509017,14.45
female,2003,35-54 years,Brazil,559,22469397,2.49
female,2003,35-54 years,Bulgaria,67,1101408,6.08
female,2003,35-54 years,Canada,438,4956221,8.84
female,2003,35-54 years,Chile,92,2108485,4.36
female,2003,35-54 years,Colombia,96,5222660,1.84
female,2003,35-54 years,Cuba,132,1667152,7.92
female,2003,35-54 years,Denmark,43,763110,5.63
female,2003,35-54 years,Fiji,1,94332,1.06
female,2003,35-54 years,Finland,112,764626,14.65
female,2003,35-54 years,France,1163,8639264,13.46
female,2003,35-54 years,Germany,887,12507791,7.09
female,2003,35-54 years,Greece,24,1542002,1.56
female,2003,35-54 years,Guatemala,11,1008123,1.09
female,2003,35-54 years,Hungary,211,1446346,14.59
female,2003,35-54 years,Iceland,1,39836,2.51
female,2003,35-54 years,Ireland,37,530989,6.97
female,2003,35-54 years,Israel,25,779552,3.21
female,2003,35-54 years,Italy,306,8361833,3.66
female,2003,35-54 years,Japan,2227,16840000,13.22
female,2003,35-54 years,Kuwait,3,208524,1.44
female,2003,35-54 years,Maldives,1,25331,3.95
female,2003,35-54 years,Malta,1,56431,1.77
female,2003,35-54 years,Mauritius,8,172697,4.63
female,2003,35-54 years,Mexico,171,10765671,1.59
female,2003,35-54 years,Montenegro,0,86276,0
female,2003,35-54 years,Netherlands,193,2416242,7.99
female,2003,35-54 years,New Zealand,56,583610,9.6
female,2003,35-54 years,Norway,45,629033,7.15
female,2003,35-54 years,Panama,6,357483,1.68
female,2003,35-54 years,Paraguay,5,528807,0.95
female,2003,35-54 years,Philippines,93,8239334,1.13
female,2003,35-54 years,Poland,377,5627506,6.7
female,2003,35-54 years,Portugal,66,1483262,4.45
female,2003,35-54 years,Puerto Rico,11,519735,2.12
female,2003,35-54 years,Republic of Korea,1091,7273425,15
female,2003,35-54 years,Romania,188,2993019,6.28
female,2003,35-54 years,Russian Federation,2718,23024470,11.8
female,2003,35-54 years,Serbia,103,1106280,9.31
female,2003,35-54 years,Seychelles,2,10925,18.31
female,2003,35-54 years,Singapore,42,586600,7.16
female,2003,35-54 years,Slovakia,48,780961,6.15
female,2003,35-54 years,Slovenia,36,302356,11.91
female,2003,35-54 years,South Africa,17,5172481,0.33
female,2003,35-54 years,Spain,266,5948492,4.47
female,2003,35-54 years,Sri Lanka,218,2514643,8.67
female,2003,35-54 years,Sweden,99,1201468,8.24
female,2003,35-54 years,Switzerland,116,1116103,10.39
female,2003,35-54 years,Thailand,394,9801993,4.02
female,2003,35-54 years,Trinidad and Tobago,13,171695,7.57
female,2003,35-54 years,Turkmenistan,15,517334,2.9
female,2003,35-54 years,United Kingdom,381,8432837,4.52
female,2003,35-54 years,United States,3058,42997878,7.11
female,2003,35-54 years,Uruguay,48,407508,11.78
female,2003,35-54 years,Uzbekistan,77,2675118,2.88
female,2003,05-14 years,Argentina,25,3419258,0.73
female,2003,05-14 years,Aruba,0,7527,0
female,2003,05-14 years,Australia,7,1323202,0.53
female,2003,05-14 years,Belgium,4,600217,0.67
female,2003,05-14 years,Brazil,45,17147509,0.26
female,2003,05-14 years,Bulgaria,6,386539,1.55
female,2003,05-14 years,Canada,8,1987896,0.4
female,2003,05-14 years,Chile,4,1361783,0.29
female,2003,05-14 years,Colombia,48,4175544,1.15
female,2003,05-14 years,Cuba,1,769416,0.13
female,2003,05-14 years,Denmark,0,332848,0
female,2003,05-14 years,Fiji,0,83271,0
female,2003,05-14 years,Finland,2,313836,0.64
female,2003,05-14 years,France,6,3604023,0.17
female,2003,05-14 years,Germany,6,4150241,0.14
female,2003,05-14 years,Greece,2,532273,0.38
female,2003,05-14 years,Guatemala,7,1680330,0.42
female,2003,05-14 years,Hungary,0,557602,0
female,2003,05-14 years,Iceland,0,21939,0
female,2003,05-14 years,Ireland,2,267103,0.75
female,2003,05-14 years,Israel,0,589505,0
female,2003,05-14 years,Italy,4,2674128,0.15
female,2003,05-14 years,Japan,33,5858000,0.56
female,2003,05-14 years,Kuwait,0,172216,0
female,2003,05-14 years,Maldives,0,36749,0
female,2003,05-14 years,Malta,0,25606,0
female,2003,05-14 years,Mauritius,0,100012,0
female,2003,05-14 years,Mexico,52,11340331,0.46
female,2003,05-14 years,Montenegro,0,43122,0
female,2003,05-14 years,Netherlands,1,972603,0.1
female,2003,05-14 years,New Zealand,1,293820,0.34
female,2003,05-14 years,Norway,3,300868,1
female,2003,05-14 years,Panama,0,317030,0
female,2003,05-14 years,Paraguay,4,668533,0.6
female,2003,05-14 years,Philippines,14,9802426,0.14
female,2003,05-14 years,Poland,5,2367792,0.21
female,2003,05-14 years,Portugal,0,544037,0
female,2003,05-14 years,Puerto Rico,0,291486,0
female,2003,05-14 years,Republic of Korea,18,3221172,0.56
female,2003,05-14 years,Romania,8,1248839,0.64
female,2003,05-14 years,Russian Federation,79,7960126,0.99
female,2003,05-14 years,Serbia,0,402011,0
female,2003,05-14 years,Seychelles,0,7304,0
female,2003,05-14 years,Singapore,2,248900,0.8
female,2003,05-14 years,Slovakia,0,339408,0
female,2003,05-14 years,Slovenia,0,100001,0
female,2003,05-14 years,South Africa,3,5079761,0.06
female,2003,05-14 years,Spain,1,1967167,0.05
female,2003,05-14 years,Sri Lanka,23,1615933,1.42
female,2003,05-14 years,Sweden,2,554143,0.36
female,2003,05-14 years,Switzerland,4,412868,0.97
female,2003,05-14 years,Thailand,16,4897350,0.33
female,2003,05-14 years,Trinidad and Tobago,0,101728,0
female,2003,05-14 years,Turkmenistan,2,547801,0.37
female,2003,05-14 years,United Kingdom,2,3677964,0.05
female,2003,05-14 years,United States,56,19991981,0.28
female,2003,05-14 years,Uruguay,2,265973,0.75
female,2003,05-14 years,Uzbekistan,11,3085543,0.36
female,2003,55-74 years,Argentina,147,2854473,5.15
female,2003,55-74 years,Aruba,0,7479,0
female,2003,55-74 years,Australia,91,1697104,5.36
female,2003,55-74 years,Belgium,169,1090130,15.5
female,2003,55-74 years,Brazil,212,9660156,2.19
female,2003,55-74 years,Bulgaria,108,966825,11.17
female,2003,55-74 years,Canada,145,2792599,5.19
female,2003,55-74 years,Chile,38,1037657,3.66
female,2003,55-74 years,Colombia,35,1953968,1.79
female,2003,55-74 years,Cuba,121,843896,14.34
female,2003,55-74 years,Denmark,59,567852,10.39
